State,Year,(R01) Total Revenue,(E001) Total Expenditure,(E065) Total Highways-Dir Exp,(E066) Total Highways-Cur Op,(E067) Total Highways-Cap Out,(E068) Regular Hwy-Direct Exp,(E069) Regular Hwy-Cur Oper (E44),(E070) Regular Hwy-Cap Outlay,(E071) Toll Hwy-Total Expend,(E072) Toll Hwy-Current Oper (E45),(E073) Toll Hwy-Cap Outlay
Rhode Island,1997,"$8,806 ","$8,456 ",$373 ,$138 ,$235 ,$370 ,$135 ,$235 ,$4 ,$4 ,$0 
Rhode Island,1998,"$8,858 ","$8,246 ",$355 ,$130 ,$226 ,$349 ,$124 ,$226 ,$6 ,$6 ,$0 
Rhode Island,1999,"$10,186 ","$8,678 ",$422 ,$166 ,$255 ,$416 ,$161 ,$255 ,$5 ,$5 ,$0 
Rhode Island,2000,"$10,067 ","$8,718 ",$387 ,$152 ,$235 ,$382 ,$147 ,$235 ,$5 ,$5 ,$0 
Rhode Island,2002,"$8,770 ","$10,147 ",$423 ,$145 ,$279 ,$419 ,$140 ,$279 ,$5 ,$5 ,$0 
Rhode Island,2004,"$11,715 ","$10,769 ",$434 ,$171 ,$263 ,$428 ,$165 ,$263 ,$6 ,$6 ,$0 
Rhode Island,2005,"$11,437 ","$10,844 ",$442 ,$184 ,$259 ,$437 ,$178 ,$259 ,$6 ,$6 ,$0 
Rhode Island,2006,"$11,591 ","$10,965 ",$452 ,$188 ,$264 ,$447 ,$183 ,$264 ,$5 ,$5 ,$0 
Rhode Island,2007,"$12,560 ","$11,207 ",$406 ,$224 ,$182 ,$398 ,$216 ,$182 ,$8 ,$8 ,$0 
Rhode Island,2008,"$10,192 ","$11,403 ",$329 ,$214 ,$115 ,$321 ,$206 ,$115 ,$8 ,$8 ,$0 
Rhode Island,2009,"$8,313 ","$11,657 ",$316 ,$211 ,$105 ,$307 ,$203 ,$105 ,$9 ,$9 ,$0 
Rhode Island,2010,"$12,507 ","$12,056 ",$348 ,$183 ,$164 ,$339 ,$174 ,$164 ,$9 ,$9 ,$0 
Rhode Island,2011,"$13,167 ","$11,877 ",$359 ,$202 ,$157 ,$349 ,$192 ,$157 ,$9 ,$9 ,$0 
Rhode Island,2012,"$11,402 ","$11,597 ",$445 ,$169 ,$276 ,$429 ,$153 ,$276 ,$16 ,$16 ,$0 
Rhode Island,2013,"$11,975 ","$11,399 ",$413 ,$181 ,$231 ,$394 ,$162 ,$231 ,$19 ,$19 ,$0 
Rhode Island,2014,"$12,248 ","$11,357 ",$443 ,$181 ,$262 ,$423 ,$161 ,$262 ,$21 ,$21 ,$0 
Rhode Island,2015,"$11,499 ","$11,682 ",$420 ,$179 ,$241 ,$399 ,$158 ,$241 ,$21 ,$21 ,$0 
Rhode Island,2016,"$11,397 ","$11,755 ",$410 ,$179 ,$231 ,$388 ,$157 ,$231 ,$22 ,$22 ,$0 
Rhode Island,2017,"$12,146 ","$11,833 ",$423 ,$195 ,$229 ,$400 ,$171 ,$229 ,$23 ,$23 ,$0 
South Carolina,1977,"$4,513 ","$4,266 ",$244 ,$142 ,$101 ,$244 ,$142 ,$101 ,$0 ,$0 ,$0 
South Carolina,1978,"$4,809 ","$4,465 ",$257 ,$138 ,$119 ,$257 ,$138 ,$119 ,$0 ,$0 ,$0 
South Carolina,1979,"$4,758 ","$4,586 ",$281 ,$146 ,$135 ,$281 ,$146 ,$135 ,$0 ,$0 ,$0 
South Carolina,1980,"$4,572 ","$4,460 ",$272 ,$134 ,$138 ,$272 ,$134 ,$138 ,$0 ,$0 ,$0 
South Carolina,1981,"$4,666 ","$4,720 ",$244 ,$133 ,$112 ,$244 ,$133 ,$112 ,$0 ,$0 ,$0 
South Carolina,1982,"$4,765 ","$4,648 ",$173 ,$134 ,$39 ,$173 ,$134 ,$39 ,$0 ,$0 ,$0 
South Carolina,1983,"$4,947 ","$4,560 ",$197 ,$139 ,$58 ,$197 ,$139 ,$58 ,$0 ,$0 ,$0 
South Carolina,1984,"$5,137 ","$4,512 ",$257 ,$138 ,$119 ,$257 ,$138 ,$119 ,$0 ,$0 ,$0 
South Carolina,1985,"$5,558 ","$4,950 ",$291 ,$150 ,$141 ,$291 ,$150 ,$141 ,$0 ,$0 ,$0 
South Carolina,1986,"$5,965 ","$5,750 ",$294 ,$121 ,$173 ,$294 ,$121 ,$173 ,$0 ,$0 ,$0 
South Carolina,1987,"$6,144 ","$5,617 ",$295 ,$121 ,$174 ,$295 ,$121 ,$174 ,$0 ,$0 ,$0 
South Carolina,1988,"$6,285 ","$5,784 ",$350 ,$121 ,$230 ,$350 ,$121 ,$230 ,$0 ,$0 ,$0 
South Carolina,1989,"$6,548 ","$5,982 ",$332 ,$125 ,$207 ,$332 ,$125 ,$207 ,$0 ,$0 ,$0 
South Carolina,1990,"$6,728 ","$6,382 ",$308 ,$121 ,$187 ,$308 ,$121 ,$187 ,$0 ,$0 ,$0 
South Carolina,1991,"$6,682 ","$6,694 ",$308 ,$126 ,$181 ,$308 ,$126 ,$181 ,$0 ,$0 ,$0 
South Carolina,1992,"$6,771 ","$6,799 ",$302 ,$120 ,$182 ,$302 ,$120 ,$182 ,$0 ,$0 ,$0 
South Carolina,1993,"$7,113 ","$6,890 ",$329 ,$118 ,$211 ,$329 ,$118 ,$211 ,$0 ,$0 ,$0 
South Carolina,1994,"$7,401 ","$7,309 ",$317 ,$132 ,$185 ,$317 ,$132 ,$185 ,$0 ,$0 ,$0 
South Carolina,1995,"$7,596 ","$7,276 ",$304 ,$129 ,$175 ,$304 ,$129 ,$175 ,$0 ,$0 ,$0 
South Carolina,1996,"$7,559 ","$7,351 ",$298 ,$164 ,$134 ,$298 ,$164 ,$134 ,$0 ,$0 ,$0 
South Carolina,1997,"$7,870 ","$7,409 ",$306 ,$161 ,$144 ,$306 ,$161 ,$144 ,$0 ,$0 ,$0 
South Carolina,1998,"$8,447 ","$7,625 ",$313 ,$167 ,$146 ,$313 ,$167 ,$146 ,$0 ,$0 ,$0 
South Carolina,1999,"$8,011 ","$7,833 ",$383 ,$192 ,$191 ,$383 ,$192 ,$191 ,$0 ,$0 ,$0 
South Carolina,2000,"$8,301 ","$8,290 ",$470 ,$199 ,$271 ,$470 ,$199 ,$271 ,$0 ,$0 ,$0 
South Carolina,2002,"$8,287 ","$9,322 ",$494 ,$160 ,$335 ,$494 ,$160 ,$335 ,$0 ,$0 ,$0 
South Carolina,2004,"$9,590 ","$9,421 ",$494 ,$171 ,$323 ,$494 ,$171 ,$323 ,$0 ,$0 ,$0 
South Carolina,2005,"$9,781 ","$9,703 ",$484 ,$180 ,$304 ,$484 ,$180 ,$304 ,$0 ,$0 ,$0 
South Carolina,2006,"$9,682 ","$9,554 ",$473 ,$194 ,$280 ,$473 ,$194 ,$280 ,$0 ,$0 ,$0 
South Carolina,2007,"$10,514 ","$9,753 ",$370 ,$177 ,$193 ,$370 ,$177 ,$193 ,$0 ,$0 ,$0 
South Carolina,2008,"$8,881 ","$9,988 ",$353 ,$172 ,$181 ,$353 ,$172 ,$181 ,$0 ,$0 ,$0 
South Carolina,2009,"$8,036 ","$10,489 ",$335 ,$176 ,$159 ,$335 ,$175 ,$159 ,$0 ,$0 ,$0 
South Carolina,2010,"$10,308 ","$10,379 ",$392 ,$174 ,$218 ,$392 ,$174 ,$218 ,$0 ,$0 ,$0 
South Carolina,2011,"$10,673 ","$9,930 ",$359 ,$158 ,$201 ,$358 ,$157 ,$201 ,$2 ,$2 ,$0 
South Carolina,2012,"$9,130 ","$9,393 ",$354 ,$149 ,$205 ,$353 ,$148 ,$205 ,$2 ,$2 ,$0 
South Carolina,2013,"$9,697 ","$9,334 ",$279 ,$136 ,$143 ,$277 ,$134 ,$143 ,$2 ,$2 ,$0 
South Carolina,2014,"$10,098 ","$9,387 ",$326 ,$174 ,$152 ,$324 ,$172 ,$152 ,$2 ,$2 ,$0 
South Carolina,2015,"$9,653 ","$9,711 ",$339 ,$165 ,$174 ,$337 ,$163 ,$174 ,$2 ,$2 ,$0 
South Carolina,2016,"$9,422 ","$9,791 ",$408 ,$197 ,$211 ,$406 ,$196 ,$211 ,$2 ,$2 ,$0 
South Carolina,2017,"$10,393 ","$10,063 ",$495 ,$208 ,$287 ,$481 ,$204 ,$277 ,$14 ,$5 ,$9 
South Dakota,1977,"$5,305 ","$5,199 ",$811 ,$429 ,$382 ,$811 ,$429 ,$382 ,$0 ,$0 ,$0 
South Dakota,1978,"$5,428 ","$5,310 ",$794 ,$427 ,$367 ,$794 ,$427 ,$367 ,$0 ,$0 ,$0 
South Dakota,1979,"$5,355 ","$5,487 ",$822 ,$448 ,$374 ,$822 ,$448 ,$374 ,$0 ,$0 ,$0 
South Dakota,1980,"$5,307 ","$5,358 ",$886 ,$466 ,$420 ,$886 ,$466 ,$420 ,$0 ,$0 ,$0 
South Dakota,1981,"$5,219 ","$5,295 ",$820 ,$385 ,$434 ,$820 ,$385 ,$434 ,$0 ,$0 ,$0 
South Dakota,1982,"$5,316 ","$5,014 ",$708 ,$392 ,$315 ,$708 ,$392 ,$315 ,$0 ,$0 ,$0 
South Dakota,1983,"$5,555 ","$5,099 ",$694 ,$333 ,$361 ,$694 ,$333 ,$361 ,$0 ,$0 ,$0 
South Dakota,1984,"$5,977 ","$5,268 ",$786 ,$378 ,$408 ,$786 ,$378 ,$408 ,$0 ,$0 ,$0 
South Dakota,1985,"$5,794 ","$5,800 ",$857 ,$380 ,$477 ,$857 ,$380 ,$477 ,$0 ,$0 ,$0 
South Dakota,1986,"$6,268 ","$5,570 ",$847 ,$383 ,$464 ,$847 ,$383 ,$464 ,$0 ,$0 ,$0 
South Dakota,1987,"$6,128 ","$6,065 ",$761 ,$391 ,$370 ,$761 ,$391 ,$370 ,$0 ,$0 ,$0 
South Dakota,1988,"$6,406 ","$5,656 ",$765 ,$367 ,$398 ,$765 ,$367 ,$398 ,$0 ,$0 ,$0 
South Dakota,1989,"$6,228 ","$5,650 ",$772 ,$373 ,$399 ,$772 ,$373 ,$399 ,$0 ,$0 ,$0 
South Dakota,1990,"$6,290 ","$5,802 ",$741 ,$343 ,$398 ,$741 ,$343 ,$398 ,$0 ,$0 ,$0 
South Dakota,1991,"$6,293 ","$5,844 ",$794 ,$372 ,$422 ,$794 ,$372 ,$422 ,$0 ,$0 ,$0 
South Dakota,1992,"$6,588 ","$6,160 ",$760 ,$369 ,$390 ,$760 ,$369 ,$390 ,$0 ,$0 ,$0 
South Dakota,1993,"$6,822 ","$6,170 ",$779 ,$368 ,$411 ,$779 ,$368 ,$411 ,$0 ,$0 ,$0 
South Dakota,1994,"$7,001 ","$6,525 ",$840 ,$388 ,$452 ,$840 ,$388 ,$452 ,$0 ,$0 ,$0 
South Dakota,1995,"$7,030 ","$6,643 ",$832 ,$385 ,$447 ,$832 ,$385 ,$447 ,$0 ,$0 ,$0 
South Dakota,1996,"$7,253 ","$6,488 ",$811 ,$396 ,$415 ,$811 ,$396 ,$415 ,$0 ,$0 ,$0 
South Dakota,1997,"$7,173 ","$6,534 ",$831 ,$402 ,$428 ,$831 ,$402 ,$428 ,$0 ,$0 ,$0 
South Dakota,1998,"$8,436 ","$6,871 ","$1,007 ",$461 ,$546 ,"$1,007 ",$461 ,$546 ,$0 ,$0 ,$0 
South Dakota,1999,"$8,282 ","$6,965 ",$927 ,$447 ,$479 ,$927 ,$447 ,$479 ,$0 ,$0 ,$0 
South Dakota,2000,"$8,056 ","$7,081 ","$1,017 ",$397 ,$620 ,"$1,017 ",$397 ,$620 ,$0 ,$0 ,$0 
South Dakota,2002,"$7,107 ","$7,665 ","$1,040 ",$426 ,$614 ,"$1,040 ",$426 ,$614 ,$0 ,$0 ,$0 
South Dakota,2004,"$9,420 ","$7,848 ","$1,027 ",$427 ,$600 ,"$1,027 ",$427 ,$600 ,$0 ,$0 ,$0 
South Dakota,2005,"$9,479 ","$8,049 ","$1,029 ",$413 ,$617 ,"$1,029 ",$413 ,$617 ,$0 ,$0 ,$0 
South Dakota,2006,"$9,403 ","$8,090 ","$1,038 ",$397 ,$641 ,"$1,038 ",$397 ,$641 ,$0 ,$0 ,$0 
South Dakota,2007,"$10,522 ","$8,334 ","$1,092 ",$427 ,$665 ,"$1,092 ",$427 ,$665 ,$0 ,$0 ,$0 
South Dakota,2008,"$7,418 ","$8,363 ",$996 ,$449 ,$547 ,$996 ,$449 ,$547 ,$0 ,$0 ,$0 
South Dakota,2009,"$6,399 ","$9,187 ","$1,062 ",$434 ,$628 ,"$1,062 ",$434 ,$628 ,$0 ,$0 ,$0 
South Dakota,2010,"$9,560 ","$9,428 ","$1,086 ",$454 ,$632 ,"$1,086 ",$454 ,$632 ,$0 ,$0 ,$0 
South Dakota,2011,"$11,188 ","$9,355 ","$1,216 ",$477 ,$739 ,"$1,216 ",$477 ,$739 ,$0 ,$0 ,$0 
South Dakota,2012,"$8,767 ","$8,878 ","$1,210 ",$451 ,$759 ,"$1,210 ",$451 ,$759 ,$0 ,$0 ,$0 
South Dakota,2013,"$10,445 ","$8,847 ","$1,177 ",$432 ,$745 ,"$1,176 ",$432 ,$744 ,$1 ,$0 ,$1 
South Dakota,2014,"$10,799 ","$8,850 ","$1,145 ",$459 ,$685 ,"$1,144 ",$459 ,$685 ,$1 ,$0 ,$1 
South Dakota,2015,"$9,228 ","$9,058 ","$1,119 ",$493 ,$626 ,"$1,118 ",$493 ,$626 ,$0 ,$0 ,$0 
South Dakota,2016,"$8,753 ","$9,431 ","$1,240 ",$488 ,$752 ,"$1,240 ",$488 ,$752 ,$0 ,$0 ,$0 
South Dakota,2017,"$10,557 ","$9,338 ","$1,148 ",$542 ,$607 ,"$1,143 ",$537 ,$606 ,$5 ,$5 ,$1 
Tennessee,1977,"$5,281 ","$5,226 ",$450 ,$200 ,$250 ,$450 ,$200 ,$250 ,$0 ,$0 ,$0 
Tennessee,1978,"$5,529 ","$5,328 ",$436 ,$201 ,$235 ,$436 ,$201 ,$235 ,$0 ,$0 ,$0 
Tennessee,1979,"$5,446 ","$5,234 ",$443 ,$191 ,$252 ,$443 ,$191 ,$252 ,$0 ,$0 ,$0 
Tennessee,1980,"$5,250 ","$5,276 ",$445 ,$180 ,$265 ,$445 ,$180 ,$265 ,$0 ,$0 ,$0 
Tennessee,1981,"$5,360 ","$5,309 ",$392 ,$163 ,$229 ,$392 ,$163 ,$229 ,$0 ,$0 ,$0 
Tennessee,1982,"$5,396 ","$5,212 ",$335 ,$153 ,$183 ,$335 ,$153 ,$183 ,$0 ,$0 ,$0 
Tennessee,1983,"$5,660 ","$5,440 ",$338 ,$153 ,$185 ,$338 ,$153 ,$185 ,$0 ,$0 ,$0 
Tennessee,1984,"$5,664 ","$5,218 ",$378 ,$142 ,$236 ,$378 ,$142 ,$236 ,$0 ,$0 ,$0 
Tennessee,1985,"$6,079 ","$5,606 ",$416 ,$162 ,$254 ,$416 ,$162 ,$254 ,$0 ,$0 ,$0 
Tennessee,1986,"$6,383 ","$5,948 ",$437 ,$168 ,$269 ,$437 ,$168 ,$269 ,$0 ,$0 ,$0 
Tennessee,1987,"$6,671 ","$6,272 ",$421 ,$176 ,$244 ,$421 ,$176 ,$244 ,$0 ,$0 ,$0 
Tennessee,1988,"$6,775 ","$6,453 ",$431 ,$150 ,$281 ,$431 ,$150 ,$281 ,$0 ,$0 ,$0 
Tennessee,1989,"$6,825 ","$6,532 ",$447 ,$161 ,$286 ,$447 ,$161 ,$286 ,$0 ,$0 ,$0 
Tennessee,1990,"$6,884 ","$6,524 ",$452 ,$156 ,$295 ,$452 ,$156 ,$295 ,$0 ,$0 ,$0 
Tennessee,1991,"$6,745 ","$6,587 ",$443 ,$151 ,$292 ,$443 ,$151 ,$292 ,$0 ,$0 ,$0 
Tennessee,1992,"$7,356 ","$6,987 ",$461 ,$149 ,$312 ,$461 ,$149 ,$312 ,$0 ,$0 ,$0 
Tennessee,1993,"$7,344 ","$6,741 ",$415 ,$143 ,$272 ,$415 ,$143 ,$272 ,$0 ,$0 ,$0 
Tennessee,1994,"$7,527 ","$7,075 ",$409 ,$150 ,$259 ,$409 ,$150 ,$259 ,$0 ,$0 ,$0 
Tennessee,1995,"$7,314 ","$7,343 ",$435 ,$158 ,$278 ,$435 ,$158 ,$278 ,$0 ,$0 ,$0 
Tennessee,1996,"$7,844 ","$7,429 ",$430 ,$156 ,$274 ,$430 ,$156 ,$274 ,$0 ,$0 ,$0 
Tennessee,1997,"$7,966 ","$7,541 ",$441 ,$156 ,$285 ,$441 ,$156 ,$285 ,$0 ,$0 ,$0 
Tennessee,1998,"$8,184 ","$7,730 ",$450 ,$157 ,$293 ,$450 ,$157 ,$293 ,$0 ,$0 ,$0 
Tennessee,1999,"$8,185 ","$7,995 ",$441 ,$165 ,$276 ,$441 ,$165 ,$276 ,$0 ,$0 ,$0 
Tennessee,2000,"$8,392 ","$7,989 ",$459 ,$153 ,$306 ,$459 ,$153 ,$306 ,$0 ,$0 ,$0 
Tennessee,2002,"$7,871 ","$8,613 ",$417 ,$156 ,$261 ,$417 ,$156 ,$261 ,$0 ,$0 ,$0 
Tennessee,2004,"$9,237 ","$9,209 ",$393 ,$155 ,$239 ,$393 ,$155 ,$239 ,$0 ,$0 ,$0 
Tennessee,2005,"$9,404 ","$8,966 ",$401 ,$159 ,$242 ,$401 ,$159 ,$242 ,$0 ,$0 ,$0 
Tennessee,2006,"$9,432 ","$8,868 ",$437 ,$172 ,$264 ,$437 ,$172 ,$264 ,$0 ,$0 ,$0 
Tennessee,2007,"$10,076 ","$9,432 ",$437 ,$165 ,$273 ,$437 ,$164 ,$273 ,$0 ,$0 ,$0 
Tennessee,2008,"$8,782 ","$9,031 ",$368 ,$137 ,$231 ,$368 ,$137 ,$231 ,$0 ,$0 ,$0 
Tennessee,2009,"$7,610 ","$9,559 ",$475 ,$163 ,$312 ,$475 ,$163 ,$312 ,$0 ,$0 ,$0 
Tennessee,2010,"$9,604 ","$9,473 ",$398 ,$181 ,$217 ,$398 ,$181 ,$217 ,$0 ,$0 ,$0 
Tennessee,2011,"$10,269 ","$9,410 ",$403 ,$178 ,$225 ,$403 ,$178 ,$225 ,$0 ,$0 ,$0 
Tennessee,2012,"$9,103 ","$9,230 ",$411 ,$182 ,$230 ,$411 ,$182 ,$230 ,$0 ,$0 ,$0 
Tennessee,2013,"$9,284 ","$8,889 ",$391 ,$171 ,$220 ,$391 ,$171 ,$220 ,$0 ,$0 ,$0 
Tennessee,2014,"$9,553 ","$8,867 ",$391 ,$175 ,$216 ,$391 ,$175 ,$216 ,$0 ,$0 ,$0 
Tennessee,2015,"$8,877 ","$8,918 ",$353 ,$161 ,$191 ,$352 ,$161 ,$191 ,$0 ,$0 ,$0 
Tennessee,2016,"$8,759 ","$8,881 ",$347 ,$160 ,$188 ,$347 ,$159 ,$188 ,$0 ,$0 ,$0 
Tennessee,2017,"$9,362 ","$8,887 ",$346 ,$162 ,$184 ,$345 ,$161 ,$184 ,$1 ,$1 ,$0 
Texas,1977,"$4,819 ","$4,624 ",$346 ,$139 ,$206 ,$344 ,$138 ,$206 ,$2 ,$1 ,$0 
Texas,1978,"$4,920 ","$4,638 ",$390 ,$135 ,$254 ,$387 ,$133 ,$254 ,$2 ,$2 ,$1 
Texas,1979,"$4,884 ","$4,703 ",$428 ,$131 ,$296 ,$425 ,$131 ,$294 ,$3 ,$1 ,$2 
Texas,1980,"$4,758 ","$4,698 ",$474 ,$127 ,$347 ,$466 ,$127 ,$339 ,$8 ,$0 ,$7 
Texas,1981,"$4,956 ","$4,613 ",$458 ,$140 ,$318 ,$451 ,$140 ,$311 ,$7 ,$0 ,$6 
Texas,1982,"$4,976 ","$4,678 ",$459 ,$170 ,$289 ,$456 ,$170 ,$286 ,$3 ,$1 ,$3 
Texas,1983,"$5,199 ","$5,117 ",$389 ,$151 ,$238 ,$388 ,$150 ,$237 ,$1 ,$1 ,$1 
Texas,1984,"$5,388 ","$5,207 ",$369 ,$156 ,$213 ,$368 ,$156 ,$212 ,$2 ,$1 ,$1 
Texas,1985,"$5,848 ","$5,463 ",$371 ,$161 ,$210 ,$364 ,$160 ,$204 ,$7 ,$1 ,$6 
Texas,1986,"$6,131 ","$5,916 ",$517 ,$172 ,$345 ,$497 ,$171 ,$326 ,$20 ,$1 ,$19 
Texas,1987,"$6,299 ","$6,160 ",$527 ,$190 ,$337 ,$502 ,$189 ,$313 ,$25 ,$1 ,$24 
Texas,1988,"$6,346 ","$6,100 ",$549 ,$189 ,$360 ,$528 ,$188 ,$340 ,$21 ,$1 ,$20 
Texas,1989,"$6,476 ","$6,053 ",$497 ,$177 ,$319 ,$479 ,$175 ,$304 ,$17 ,$2 ,$15 
Texas,1990,"$6,463 ","$6,056 ",$466 ,$177 ,$289 ,$450 ,$173 ,$276 ,$16 ,$4 ,$12 
Texas,1991,"$6,455 ","$6,009 ",$419 ,$173 ,$247 ,$411 ,$168 ,$243 ,$8 ,$4 ,$4 
Texas,1992,"$6,599 ","$6,374 ",$394 ,$171 ,$223 ,$387 ,$166 ,$221 ,$6 ,$4 ,$2 
Texas,1993,"$6,945 ","$6,703 ",$417 ,$176 ,$241 ,$406 ,$172 ,$234 ,$12 ,$5 ,$7 
Texas,1994,"$7,023 ","$6,585 ",$400 ,$174 ,$226 ,$393 ,$169 ,$223 ,$7 ,$5 ,$3 
Texas,1995,"$7,086 ","$6,709 ",$386 ,$181 ,$205 ,$379 ,$176 ,$203 ,$7 ,$4 ,$2 
Texas,1996,"$7,215 ","$6,745 ",$414 ,$169 ,$245 ,$409 ,$164 ,$245 ,$5 ,$5 ,$0 
Texas,1997,"$8,057 ","$6,831 ",$380 ,$172 ,$208 ,$369 ,$166 ,$203 ,$11 ,$7 ,$5 
Texas,1998,"$7,492 ","$6,958 ",$394 ,$169 ,$225 ,$385 ,$164 ,$221 ,$9 ,$5 ,$4 
Texas,1999,"$8,409 ","$7,180 ",$419 ,$170 ,$249 ,$403 ,$165 ,$238 ,$16 ,$5 ,$11 
Texas,2000,"$8,201 ","$7,451 ",$489 ,$175 ,$314 ,$468 ,$171 ,$298 ,$21 ,$4 ,$17 
Texas,2002,"$7,150 ","$8,143 ",$461 ,$173 ,$288 ,$453 ,$170 ,$283 ,$8 ,$3 ,$5 
Texas,2004,"$8,901 ","$8,384 ",$487 ,$172 ,$316 ,$479 ,$168 ,$311 ,$8 ,$4 ,$4 
Texas,2005,"$8,971 ","$8,373 ",$545 ,$173 ,$372 ,$522 ,$164 ,$358 ,$24 ,$9 ,$14 
Texas,2006,"$9,219 ","$8,385 ",$573 ,$177 ,$396 ,$543 ,$168 ,$375 ,$30 ,$9 ,$21 
Texas,2007,"$9,663 ","$8,492 ",$579 ,$182 ,$397 ,$550 ,$170 ,$381 ,$29 ,$13 ,$16 
Texas,2008,"$8,038 ","$8,928 ",$670 ,$175 ,$495 ,$496 ,$165 ,$331 ,$173 ,$10 ,$163 
Texas,2009,"$7,912 ","$9,395 ",$495 ,$189 ,$306 ,$452 ,$173 ,$279 ,$43 ,$16 ,$27 
Texas,2010,"$9,349 ","$9,744 ",$462 ,$188 ,$274 ,$411 ,$172 ,$239 ,$51 ,$16 ,$35 
Texas,2011,"$9,555 ","$9,397 ",$465 ,$193 ,$272 ,$424 ,$178 ,$246 ,$41 ,$15 ,$26 
Texas,2012,"$8,898 ","$8,950 ",$465 ,$180 ,$284 ,$429 ,$164 ,$265 ,$35 ,$16 ,$19 
Texas,2013,"$9,304 ","$8,793 ",$501 ,$178 ,$322 ,$421 ,$163 ,$258 ,$80 ,$16 ,$64 
Texas,2014,"$9,919 ","$8,889 ",$486 ,$181 ,$304 ,$451 ,$164 ,$287 ,$35 ,$18 ,$17 
Texas,2015,"$8,986 ","$9,112 ",$477 ,$181 ,$296 ,$445 ,$164 ,$282 ,$32 ,$18 ,$14 
Texas,2016,"$8,998 ","$9,227 ",$513 ,$187 ,$327 ,$476 ,$167 ,$309 ,$37 ,$20 ,$17 
Texas,2017,"$9,780 ","$9,360 ",$554 ,$197 ,$357 ,$491 ,$168 ,$323 ,$63 ,$29 ,$34 
Utah,1977,"$5,465 ","$5,348 ",$481 ,$167 ,$314 ,$481 ,$167 ,$314 ,$0 ,$0 ,$0 
Utah,1978,"$5,658 ","$5,202 ",$429 ,$180 ,$249 ,$429 ,$180 ,$249 ,$0 ,$0 ,$0 
Utah,1979,"$5,568 ","$5,222 ",$458 ,$184 ,$274 ,$458 ,$184 ,$274 ,$0 ,$0 ,$0 
Utah,1980,"$5,486 ","$5,327 ",$564 ,$170 ,$395 ,$564 ,$170 ,$395 ,$0 ,$0 ,$0 
Utah,1981,"$5,303 ","$5,328 ",$496 ,$182 ,$314 ,$496 ,$182 ,$314 ,$0 ,$0 ,$0 
Utah,1982,"$5,875 ","$5,668 ",$396 ,$154 ,$242 ,$396 ,$154 ,$242 ,$0 ,$0 ,$0 
Utah,1983,"$5,861 ","$6,460 ",$418 ,$144 ,$274 ,$418 ,$144 ,$274 ,$0 ,$0 ,$0 
Utah,1984,"$6,696 ","$7,113 ",$534 ,$216 ,$318 ,$534 ,$216 ,$318 ,$0 ,$0 ,$0 
Utah,1985,"$7,338 ","$7,932 ",$640 ,$220 ,$420 ,$640 ,$220 ,$420 ,$0 ,$0 ,$0 
Utah,1986,"$6,901 ","$7,394 ",$557 ,$170 ,$387 ,$557 ,$170 ,$387 ,$0 ,$0 ,$0 
Utah,1987,"$7,186 ","$7,314 ",$466 ,$222 ,$244 ,$466 ,$222 ,$244 ,$0 ,$0 ,$0 
Utah,1988,"$7,308 ","$6,870 ",$457 ,$174 ,$284 ,$457 ,$174 ,$284 ,$0 ,$0 ,$0 
Utah,1989,"$7,301 ","$7,002 ",$531 ,$188 ,$343 ,$531 ,$188 ,$343 ,$0 ,$0 ,$0 
Utah,1990,"$7,529 ","$7,000 ",$455 ,$190 ,$264 ,$455 ,$190 ,$264 ,$0 ,$0 ,$0 
Utah,1991,"$7,119 ","$6,946 ",$378 ,$182 ,$197 ,$378 ,$182 ,$197 ,$0 ,$0 ,$0 
Utah,1992,"$7,336 ","$6,933 ",$401 ,$178 ,$223 ,$401 ,$178 ,$223 ,$0 ,$0 ,$0 
Utah,1993,"$7,493 ","$7,060 ",$413 ,$173 ,$239 ,$413 ,$173 ,$239 ,$0 ,$0 ,$0 
Utah,1994,"$7,786 ","$7,137 ",$419 ,$164 ,$254 ,$419 ,$164 ,$254 ,$0 ,$0 ,$0 
Utah,1995,"$7,855 ","$7,410 ",$385 ,$165 ,$220 ,$385 ,$165 ,$220 ,$0 ,$0 ,$0 
Utah,1996,"$7,902 ","$7,466 ",$411 ,$166 ,$244 ,$411 ,$166 ,$244 ,$0 ,$0 ,$0 
Utah,1997,"$8,545 ","$7,778 ",$571 ,$162 ,$410 ,$571 ,$162 ,$410 ,$0 ,$0 ,$0 
Utah,1998,"$8,958 ","$8,088 ",$801 ,$173 ,$628 ,$799 ,$173 ,$627 ,$1 ,$0 ,$1 
Utah,1999,"$8,875 ","$8,259 ",$584 ,$171 ,$413 ,$583 ,$171 ,$412 ,$1 ,$0 ,$1 
Utah,2000,"$9,484 ","$8,273 ",$655 ,$232 ,$423 ,$655 ,$232 ,$423 ,$0 ,$0 ,$0 
Utah,2002,"$8,081 ","$9,098 ",$596 ,$226 ,$370 ,$596 ,$226 ,$370 ,$0 ,$0 ,$0 
Utah,2004,"$10,221 ","$9,027 ",$538 ,$223 ,$315 ,$538 ,$223 ,$315 ,$0 ,$0 ,$0 
Utah,2005,"$9,796 ","$8,808 ",$480 ,$217 ,$263 ,$480 ,$217 ,$263 ,$0 ,$0 ,$0 
Utah,2006,"$10,001 ","$8,910 ",$531 ,$213 ,$318 ,$531 ,$213 ,$318 ,$0 ,$0 ,$0 
