State,Year,(R01) Total Revenue,(E001) Total Expenditure,(E065) Total Highways-Dir Exp,(E066) Total Highways-Cur Op,(E067) Total Highways-Cap Out,(E068) Regular Hwy-Direct Exp,(E069) Regular Hwy-Cur Oper (E44),(E070) Regular Hwy-Cap Outlay,(E071) Toll Hwy-Total Expend,(E072) Toll Hwy-Current Oper (E45),(E073) Toll Hwy-Cap Outlay
Maryland,2007,"$11,122 ","$9,994 ",$577 ,$271 ,$305 ,$477 ,$247 ,$230 ,$99 ,$24 ,$75 
Maryland,2008,"$8,996 ","$10,267 ",$578 ,$274 ,$304 ,$441 ,$257 ,$184 ,$137 ,$17 ,$119 
Maryland,2009,"$7,977 ","$10,915 ",$599 ,$286 ,$313 ,$430 ,$270 ,$160 ,$168 ,$16 ,$153 
Maryland,2010,"$11,165 ","$11,163 ",$605 ,$295 ,$309 ,$428 ,$278 ,$150 ,$176 ,$17 ,$159 
Maryland,2011,"$11,721 ","$10,780 ",$552 ,$253 ,$300 ,$371 ,$236 ,$135 ,$181 ,$17 ,$164 
Maryland,2012,"$10,261 ","$11,203 ",$916 ,$267 ,$649 ,$405 ,$252 ,$153 ,$512 ,$15 ,$496 
Maryland,2013,"$11,300 ","$10,795 ",$505 ,$264 ,$241 ,$410 ,$256 ,$153 ,$95 ,$7 ,$88 
Maryland,2014,"$11,696 ","$10,994 ",$538 ,$288 ,$250 ,$437 ,$280 ,$157 ,$100 ,$7 ,$93 
Maryland,2015,"$11,114 ","$11,501 ",$592 ,$300 ,$293 ,$460 ,$292 ,$168 ,$132 ,$8 ,$125 
Maryland,2016,"$10,903 ","$11,257 ",$578 ,$291 ,$288 ,$476 ,$284 ,$192 ,$103 ,$7 ,$96 
Maryland,2017,"$12,100 ","$11,546 ",$559 ,$274 ,$285 ,$474 ,$267 ,$206 ,$85 ,$7 ,$79 
Massachusetts,1977,"$6,910 ","$6,947 ",$364 ,$215 ,$149 ,$341 ,$198 ,$144 ,$22 ,$17 ,$5 
Massachusetts,1978,"$7,083 ","$6,713 ",$391 ,$234 ,$157 ,$372 ,$221 ,$152 ,$18 ,$13 ,$5 
Massachusetts,1979,"$6,934 ","$6,823 ",$336 ,$196 ,$141 ,$317 ,$183 ,$133 ,$20 ,$12 ,$7 
Massachusetts,1980,"$6,521 ","$6,461 ",$319 ,$180 ,$140 ,$300 ,$167 ,$132 ,$20 ,$12 ,$7 
Massachusetts,1981,"$6,167 ","$6,375 ",$319 ,$173 ,$146 ,$302 ,$161 ,$141 ,$17 ,$12 ,$5 
Massachusetts,1982,"$6,226 ","$6,218 ",$273 ,$157 ,$116 ,$256 ,$144 ,$112 ,$17 ,$13 ,$4 
Massachusetts,1983,"$6,425 ","$6,498 ",$284 ,$161 ,$123 ,$266 ,$147 ,$119 ,$18 ,$14 ,$4 
Massachusetts,1984,"$6,580 ","$6,469 ",$278 ,$165 ,$113 ,$261 ,$151 ,$110 ,$17 ,$14 ,$3 
Massachusetts,1985,"$6,925 ","$6,709 ",$291 ,$164 ,$127 ,$270 ,$149 ,$121 ,$22 ,$15 ,$6 
Massachusetts,1986,"$7,591 ","$7,301 ",$314 ,$176 ,$138 ,$291 ,$160 ,$131 ,$23 ,$16 ,$7 
Massachusetts,1987,"$7,693 ","$7,671 ",$354 ,$187 ,$167 ,$330 ,$173 ,$157 ,$24 ,$14 ,$10 
Massachusetts,1988,"$7,753 ","$8,052 ",$369 ,$177 ,$193 ,$341 ,$161 ,$180 ,$28 ,$16 ,$13 
Massachusetts,1989,"$7,954 ","$8,465 ",$364 ,$175 ,$189 ,$336 ,$159 ,$177 ,$28 ,$16 ,$12 
Massachusetts,1990,"$8,118 ","$8,615 ",$307 ,$170 ,$138 ,$277 ,$153 ,$124 ,$30 ,$17 ,$13 
Massachusetts,1991,"$8,343 ","$9,007 ",$329 ,$151 ,$178 ,$295 ,$132 ,$163 ,$34 ,$19 ,$15 
Massachusetts,1992,"$8,721 ","$8,869 ",$382 ,$152 ,$231 ,$345 ,$132 ,$213 ,$38 ,$20 ,$18 
Massachusetts,1993,"$8,826 ","$8,878 ",$450 ,$175 ,$276 ,$418 ,$155 ,$263 ,$33 ,$20 ,$13 
Massachusetts,1994,"$8,970 ","$9,146 ",$516 ,$176 ,$340 ,$480 ,$155 ,$325 ,$36 ,$21 ,$15 
Massachusetts,1995,"$9,255 ","$9,373 ",$545 ,$161 ,$383 ,$519 ,$140 ,$380 ,$25 ,$21 ,$4 
Massachusetts,1996,"$9,360 ","$9,262 ",$577 ,$185 ,$392 ,$535 ,$164 ,$371 ,$42 ,$22 ,$21 
Massachusetts,1997,"$9,430 ","$9,313 ",$622 ,$188 ,$435 ,$547 ,$152 ,$395 ,$75 ,$35 ,$40 
Massachusetts,1998,"$9,834 ","$9,533 ",$674 ,$194 ,$479 ,$617 ,$155 ,$462 ,$57 ,$40 ,$17 
Massachusetts,1999,"$9,648 ","$9,546 ",$633 ,$190 ,$443 ,$583 ,$152 ,$431 ,$50 ,$38 ,$12 
Massachusetts,2000,"$10,317 ","$9,927 ",$724 ,$178 ,$546 ,$548 ,$141 ,$406 ,$176 ,$37 ,$140 
Massachusetts,2002,"$8,897 ","$10,855 ",$692 ,$177 ,$514 ,$474 ,$137 ,$337 ,$218 ,$41 ,$177 
Massachusetts,2004,"$12,331 ","$11,655 ",$653 ,$183 ,$470 ,$388 ,$140 ,$249 ,$265 ,$44 ,$221 
Massachusetts,2005,"$12,156 ","$11,341 ",$450 ,$189 ,$261 ,$383 ,$146 ,$237 ,$67 ,$43 ,$24 
Massachusetts,2006,"$12,631 ","$11,528 ",$411 ,$180 ,$232 ,$332 ,$136 ,$196 ,$80 ,$44 ,$36 
Massachusetts,2007,"$12,889 ","$11,897 ",$418 ,$191 ,$227 ,$307 ,$142 ,$165 ,$110 ,$48 ,$62 
Massachusetts,2008,"$11,575 ","$12,044 ",$504 ,$232 ,$272 ,$311 ,$165 ,$145 ,$193 ,$66 ,$127 
Massachusetts,2009,"$9,211 ","$12,856 ",$452 ,$232 ,$220 ,$380 ,$182 ,$198 ,$72 ,$51 ,$22 
Massachusetts,2010,"$13,028 ","$13,127 ",$434 ,$195 ,$240 ,$378 ,$151 ,$227 ,$57 ,$44 ,$12 
Massachusetts,2011,"$13,652 ","$12,877 ",$422 ,$198 ,$224 ,$370 ,$155 ,$214 ,$53 ,$43 ,$10 
Massachusetts,2012,"$11,731 ","$12,766 ",$417 ,$205 ,$212 ,$361 ,$151 ,$210 ,$56 ,$54 ,$3 
Massachusetts,2013,"$12,564 ","$12,538 ",$437 ,$239 ,$199 ,$377 ,$180 ,$197 ,$61 ,$59 ,$2 
Massachusetts,2014,"$13,581 ","$12,524 ",$468 ,$245 ,$224 ,$400 ,$178 ,$223 ,$68 ,$67 ,$1 
Massachusetts,2015,"$12,820 ","$13,190 ",$564 ,$299 ,$265 ,$485 ,$222 ,$263 ,$80 ,$78 ,$2 
Massachusetts,2016,"$12,844 ","$13,383 ",$569 ,$280 ,$290 ,$490 ,$202 ,$288 ,$80 ,$78 ,$2 
Massachusetts,2017,"$13,904 ","$13,586 ",$563 ,$301 ,$262 ,$478 ,$219 ,$259 ,$85 ,$81 ,$3 
Michigan,1977,"$6,806 ","$6,478 ",$397 ,$166 ,$231 ,$396 ,$165 ,$231 ,$1 ,$1 ,$0 
Michigan,1978,"$6,868 ","$6,391 ",$353 ,$161 ,$192 ,$352 ,$160 ,$191 ,$1 ,$1 ,$0 
Michigan,1979,"$6,763 ","$6,369 ",$386 ,$182 ,$204 ,$385 ,$181 ,$204 ,$1 ,$1 ,$0 
Michigan,1980,"$6,541 ","$6,609 ",$406 ,$173 ,$234 ,$405 ,$172 ,$233 ,$1 ,$1 ,$0 
Michigan,1981,"$6,949 ","$6,337 ",$341 ,$170 ,$171 ,$340 ,$169 ,$171 ,$1 ,$1 ,$0 
Michigan,1982,"$6,741 ","$6,365 ",$289 ,$151 ,$138 ,$288 ,$150 ,$138 ,$1 ,$1 ,$0 
Michigan,1983,"$7,115 ","$6,612 ",$298 ,$178 ,$120 ,$297 ,$177 ,$120 ,$1 ,$1 ,$0 
Michigan,1984,"$7,159 ","$6,534 ",$335 ,$190 ,$145 ,$334 ,$189 ,$145 ,$1 ,$1 ,$0 
Michigan,1985,"$7,164 ","$6,470 ",$356 ,$226 ,$129 ,$355 ,$225 ,$129 ,$1 ,$1 ,$0 
Michigan,1986,"$7,848 ","$7,097 ",$387 ,$243 ,$145 ,$386 ,$241 ,$145 ,$1 ,$1 ,$0 
Michigan,1987,"$7,848 ","$7,195 ",$378 ,$241 ,$137 ,$377 ,$240 ,$137 ,$1 ,$1 ,$0 
Michigan,1988,"$7,595 ","$7,411 ",$388 ,$220 ,$168 ,$386 ,$219 ,$168 ,$1 ,$1 ,$0 
Michigan,1989,"$7,616 ","$7,252 ",$382 ,$218 ,$163 ,$380 ,$217 ,$163 ,$1 ,$1 ,$0 
Michigan,1990,"$7,489 ","$7,395 ",$375 ,$215 ,$159 ,$373 ,$214 ,$159 ,$2 ,$1 ,$0 
Michigan,1991,"$7,569 ","$7,515 ",$373 ,$218 ,$155 ,$371 ,$217 ,$155 ,$1 ,$1 ,$0 
Michigan,1992,"$7,755 ","$7,595 ",$354 ,$206 ,$148 ,$352 ,$205 ,$148 ,$1 ,$1 ,$0 
Michigan,1993,"$8,081 ","$7,665 ",$358 ,$198 ,$160 ,$357 ,$197 ,$160 ,$1 ,$1 ,$0 
Michigan,1994,"$8,305 ","$7,722 ",$371 ,$205 ,$166 ,$370 ,$204 ,$166 ,$2 ,$1 ,$0 
Michigan,1995,"$8,225 ","$7,886 ",$370 ,$233 ,$138 ,$368 ,$231 ,$137 ,$3 ,$2 ,$1 
Michigan,1996,"$8,418 ","$7,856 ",$378 ,$234 ,$144 ,$376 ,$233 ,$143 ,$3 ,$2 ,$1 
Michigan,1997,"$9,614 ","$8,076 ",$384 ,$231 ,$154 ,$382 ,$229 ,$153 ,$2 ,$2 ,$1 
Michigan,1998,"$8,903 ","$8,325 ",$432 ,$246 ,$186 ,$429 ,$243 ,$185 ,$3 ,$2 ,$0 
Michigan,1999,"$9,823 ","$8,482 ",$452 ,$247 ,$206 ,$450 ,$245 ,$205 ,$3 ,$2 ,$1 
Michigan,2000,"$10,028 ","$8,797 ",$441 ,$268 ,$173 ,$438 ,$267 ,$172 ,$3 ,$2 ,$1 
Michigan,2002,"$8,625 ","$9,480 ",$440 ,$284 ,$156 ,$438 ,$282 ,$156 ,$2 ,$2 ,$0 
Michigan,2004,"$10,284 ","$9,979 ",$455 ,$284 ,$171 ,$452 ,$282 ,$170 ,$3 ,$2 ,$0 
Michigan,2005,"$10,132 ","$9,498 ",$455 ,$265 ,$191 ,$453 ,$262 ,$191 ,$3 ,$2 ,$0 
Michigan,2006,"$10,164 ","$9,255 ",$439 ,$264 ,$175 ,$434 ,$260 ,$174 ,$4 ,$3 ,$1 
Michigan,2007,"$10,803 ","$9,546 ",$448 ,$266 ,$182 ,$445 ,$263 ,$182 ,$4 ,$3 ,$0 
Michigan,2008,"$7,908 ","$9,587 ",$423 ,$257 ,$167 ,$419 ,$254 ,$165 ,$4 ,$3 ,$1 
Michigan,2009,"$8,327 ","$9,962 ",$456 ,$286 ,$170 ,$451 ,$282 ,$169 ,$5 ,$3 ,$1 
Michigan,2010,"$10,677 ","$10,349 ",$420 ,$257 ,$163 ,$416 ,$254 ,$162 ,$4 ,$3 ,$1 
Michigan,2011,"$10,317 ","$9,885 ",$383 ,$242 ,$141 ,$377 ,$239 ,$138 ,$6 ,$3 ,$3 
Michigan,2012,"$9,858 ","$9,570 ",$355 ,$229 ,$126 ,$348 ,$226 ,$122 ,$7 ,$3 ,$4 
Michigan,2013,"$10,073 ","$9,457 ",$361 ,$234 ,$126 ,$356 ,$232 ,$124 ,$5 ,$3 ,$2 
Michigan,2014,"$10,232 ","$9,352 ",$361 ,$225 ,$135 ,$357 ,$223 ,$134 ,$3 ,$2 ,$1 
Michigan,2015,"$9,908 ","$9,737 ",$380 ,$233 ,$147 ,$375 ,$231 ,$144 ,$5 ,$2 ,$3 
Michigan,2016,"$10,145 ","$9,919 ",$393 ,$242 ,$152 ,$389 ,$240 ,$150 ,$4 ,$2 ,$2 
Michigan,2017,"$11,018 ","$9,852 ",$431 ,$269 ,$162 ,$427 ,$266 ,$161 ,$4 ,$2 ,$1 
Minnesota,1977,"$6,945 ","$6,637 ",$614 ,$286 ,$328 ,$614 ,$286 ,$328 ,$0 ,$0 ,$0 
Minnesota,1978,"$7,066 ","$6,514 ",$622 ,$304 ,$318 ,$622 ,$304 ,$318 ,$0 ,$0 ,$0 
Minnesota,1979,"$6,949 ","$6,306 ",$646 ,$304 ,$342 ,$646 ,$304 ,$342 ,$0 ,$0 ,$0 
Minnesota,1980,"$6,560 ","$6,329 ",$650 ,$280 ,$369 ,$650 ,$280 ,$369 ,$0 ,$0 ,$0 
Minnesota,1981,"$6,807 ","$6,431 ",$580 ,$262 ,$318 ,$580 ,$262 ,$318 ,$0 ,$0 ,$0 
Minnesota,1982,"$6,856 ","$6,637 ",$567 ,$282 ,$285 ,$567 ,$282 ,$285 ,$0 ,$0 ,$0 
Minnesota,1983,"$7,519 ","$6,805 ",$594 ,$286 ,$308 ,$594 ,$286 ,$308 ,$0 ,$0 ,$0 
Minnesota,1984,"$7,979 ","$7,119 ",$620 ,$297 ,$323 ,$620 ,$297 ,$323 ,$0 ,$0 ,$0 
Minnesota,1985,"$8,218 ","$7,414 ",$665 ,$294 ,$372 ,$665 ,$294 ,$372 ,$0 ,$0 ,$0 
Minnesota,1986,"$8,385 ","$7,834 ",$698 ,$311 ,$387 ,$698 ,$311 ,$387 ,$0 ,$0 ,$0 
Minnesota,1987,"$8,862 ","$8,100 ",$680 ,$293 ,$387 ,$680 ,$293 ,$387 ,$0 ,$0 ,$0 
Minnesota,1988,"$8,885 ","$8,168 ",$686 ,$259 ,$427 ,$686 ,$259 ,$427 ,$0 ,$0 ,$0 
Minnesota,1989,"$9,026 ","$8,273 ",$694 ,$250 ,$443 ,$694 ,$250 ,$443 ,$0 ,$0 ,$0 
Minnesota,1990,"$9,014 ","$8,236 ",$702 ,$254 ,$448 ,$702 ,$254 ,$448 ,$0 ,$0 ,$0 
Minnesota,1991,"$8,810 ","$8,583 ",$672 ,$244 ,$429 ,$672 ,$244 ,$429 ,$0 ,$0 ,$0 
Minnesota,1992,"$9,242 ","$8,971 ",$684 ,$272 ,$412 ,$684 ,$272 ,$412 ,$0 ,$0 ,$0 
Minnesota,1993,"$9,543 ","$9,084 ",$681 ,$250 ,$431 ,$681 ,$250 ,$431 ,$0 ,$0 ,$0 
Minnesota,1994,"$9,440 ","$8,934 ",$616 ,$251 ,$365 ,$616 ,$251 ,$365 ,$0 ,$0 ,$0 
Minnesota,1995,"$9,788 ","$9,322 ",$666 ,$257 ,$409 ,$666 ,$257 ,$409 ,$0 ,$0 ,$0 
Minnesota,1996,"$10,208 ","$9,246 ",$646 ,$243 ,$403 ,$646 ,$243 ,$403 ,$0 ,$0 ,$0 
Minnesota,1997,"$10,717 ","$9,080 ",$655 ,$252 ,$403 ,$655 ,$252 ,$403 ,$0 ,$0 ,$0 
Minnesota,1998,"$11,352 ","$9,519 ",$701 ,$290 ,$412 ,$701 ,$290 ,$412 ,$0 ,$0 ,$0 
Minnesota,1999,"$11,061 ","$9,623 ",$671 ,$286 ,$385 ,$671 ,$286 ,$385 ,$0 ,$0 ,$0 
Minnesota,2000,"$11,190 ","$10,220 ",$689 ,$284 ,$405 ,$689 ,$284 ,$405 ,$0 ,$0 ,$0 
Minnesota,2002,"$9,537 ","$10,999 ",$728 ,$306 ,$422 ,$728 ,$306 ,$422 ,$0 ,$0 ,$0 
Minnesota,2004,"$10,956 ","$10,594 ",$759 ,$291 ,$468 ,$759 ,$291 ,$468 ,$0 ,$0 ,$0 
Minnesota,2005,"$11,146 ","$10,526 ",$695 ,$289 ,$406 ,$695 ,$289 ,$406 ,$0 ,$0 ,$0 
Minnesota,2006,"$11,485 ","$10,498 ",$717 ,$285 ,$433 ,$717 ,$285 ,$433 ,$0 ,$0 ,$0 
Minnesota,2007,"$12,337 ","$10,723 ",$727 ,$299 ,$428 ,$727 ,$299 ,$428 ,$0 ,$0 ,$0 
Minnesota,2008,"$9,907 ","$11,044 ",$818 ,$308 ,$510 ,$818 ,$308 ,$510 ,$0 ,$0 ,$0 
Minnesota,2009,"$8,441 ","$11,763 ",$766 ,$319 ,$447 ,$766 ,$319 ,$447 ,$0 ,$0 ,$0 
Minnesota,2010,"$12,152 ","$11,848 ",$809 ,$325 ,$484 ,$809 ,$325 ,$484 ,$0 ,$0 ,$0 
Minnesota,2011,"$12,976 ","$11,348 ",$747 ,$324 ,$424 ,$747 ,$324 ,$424 ,$0 ,$0 ,$0 
Minnesota,2012,"$11,159 ","$11,206 ",$717 ,$307 ,$411 ,$717 ,$307 ,$411 ,$0 ,$0 ,$0 
Minnesota,2013,"$12,458 ","$10,816 ",$738 ,$318 ,$420 ,$735 ,$317 ,$418 ,$3 ,$1 ,$2 
Minnesota,2014,"$12,909 ","$11,223 ",$796 ,$331 ,$465 ,$793 ,$331 ,$462 ,$3 ,$1 ,$2 
Minnesota,2015,"$12,483 ","$11,455 ",$827 ,$369 ,$458 ,$826 ,$369 ,$457 ,$1 ,$0 ,$1 
Minnesota,2016,"$11,782 ","$12,132 ",$924 ,$385 ,$539 ,$921 ,$384 ,$537 ,$3 ,$1 ,$3 
Minnesota,2017,"$13,240 ","$12,327 ",$866 ,$366 ,$501 ,$865 ,$365 ,$500 ,$1 ,$0 ,$0 
Mississippi,1977,"$4,722 ","$4,509 ",$616 ,$251 ,$365 ,$616 ,$251 ,$365 ,$0 ,$0 ,$0 
Mississippi,1978,"$5,008 ","$4,468 ",$510 ,$258 ,$252 ,$510 ,$258 ,$252 ,$0 ,$0 ,$0 
Mississippi,1979,"$4,919 ","$4,543 ",$522 ,$240 ,$282 ,$522 ,$240 ,$282 ,$0 ,$0 ,$0 
Mississippi,1980,"$4,747 ","$4,485 ",$581 ,$226 ,$354 ,$581 ,$226 ,$354 ,$0 ,$0 ,$0 
Mississippi,1981,"$4,592 ","$4,494 ",$527 ,$212 ,$314 ,$527 ,$212 ,$314 ,$0 ,$0 ,$0 
Mississippi,1982,"$4,843 ","$4,537 ",$514 ,$232 ,$282 ,$514 ,$232 ,$282 ,$0 ,$0 ,$0 
Mississippi,1983,"$4,750 ","$4,461 ",$483 ,$226 ,$257 ,$483 ,$226 ,$257 ,$0 ,$0 ,$0 
Mississippi,1984,"$4,944 ","$4,562 ",$473 ,$238 ,$234 ,$473 ,$238 ,$234 ,$0 ,$0 ,$0 
Mississippi,1985,"$5,144 ","$4,699 ",$488 ,$234 ,$254 ,$488 ,$234 ,$254 ,$0 ,$0 ,$0 
Mississippi,1986,"$5,599 ","$5,017 ",$512 ,$237 ,$275 ,$512 ,$237 ,$275 ,$0 ,$0 ,$0 
Mississippi,1987,"$5,654 ","$5,063 ",$462 ,$234 ,$228 ,$462 ,$234 ,$228 ,$0 ,$0 ,$0 
Mississippi,1988,"$5,607 ","$5,319 ",$417 ,$192 ,$225 ,$417 ,$192 ,$225 ,$0 ,$0 ,$0 
Mississippi,1989,"$5,805 ","$5,455 ",$427 ,$208 ,$219 ,$427 ,$208 ,$219 ,$0 ,$0 ,$0 
Mississippi,1990,"$5,928 ","$5,394 ",$407 ,$197 ,$210 ,$407 ,$197 ,$210 ,$0 ,$0 ,$0 
Mississippi,1991,"$5,920 ","$5,459 ",$460 ,$200 ,$261 ,$460 ,$200 ,$261 ,$0 ,$0 ,$0 
Mississippi,1992,"$6,124 ","$5,953 ",$500 ,$226 ,$274 ,$500 ,$226 ,$274 ,$0 ,$0 ,$0 
Mississippi,1993,"$6,513 ","$5,741 ",$463 ,$216 ,$247 ,$463 ,$216 ,$247 ,$0 ,$0 ,$0 
Mississippi,1994,"$6,662 ","$5,926 ",$449 ,$216 ,$233 ,$449 ,$216 ,$233 ,$0 ,$0 ,$0 
Mississippi,1995,"$6,895 ","$6,354 ",$509 ,$224 ,$285 ,$509 ,$224 ,$285 ,$0 ,$0 ,$0 
Mississippi,1996,"$7,115 ","$6,658 ",$566 ,$242 ,$324 ,$566 ,$242 ,$324 ,$0 ,$0 ,$0 
Mississippi,1997,"$7,279 ","$6,929 ",$540 ,$243 ,$297 ,$540 ,$242 ,$297 ,$0 ,$0 ,$0 
Mississippi,1998,"$7,851 ","$7,088 ",$626 ,$268 ,$358 ,$626 ,$268 ,$358 ,$0 ,$0 ,$0 
Mississippi,1999,"$7,789 ","$7,438 ",$594 ,$282 ,$312 ,$594 ,$282 ,$312 ,$0 ,$0 ,$0 
Mississippi,2000,"$8,332 ","$7,685 ",$615 ,$276 ,$340 ,$615 ,$276 ,$340 ,$0 ,$0 ,$0 
Mississippi,2002,"$7,581 ","$8,238 ",$589 ,$284 ,$306 ,$589 ,$284 ,$306 ,$0 ,$0 ,$0 
Mississippi,2004,"$9,284 ","$8,706 ",$600 ,$293 ,$307 ,$600 ,$293 ,$307 ,$0 ,$0 ,$0 
Mississippi,2005,"$9,119 ","$8,656 ",$565 ,$285 ,$280 ,$565 ,$285 ,$280 ,$0 ,$0 ,$0 
Mississippi,2006,"$10,038 ","$9,248 ",$721 ,$287 ,$434 ,$721 ,$287 ,$434 ,$0 ,$0 ,$0 
Mississippi,2007,"$11,924 ","$9,970 ",$757 ,$282 ,$475 ,$757 ,$282 ,$475 ,$0 ,$0 ,$0 
Mississippi,2008,"$9,085 ","$9,719 ",$651 ,$279 ,$372 ,$651 ,$279 ,$372 ,$0 ,$0 ,$0 
Mississippi,2009,"$8,402 ","$10,131 ",$605 ,$298 ,$307 ,$605 ,$298 ,$307 ,$1 ,$0 ,$1 
Mississippi,2010,"$10,857 ","$10,299 ",$642 ,$289 ,$353 ,$642 ,$289 ,$353 ,$0 ,$0 ,$0 
Mississippi,2011,"$11,524 ","$10,048 ",$619 ,$269 ,$350 ,$619 ,$269 ,$350 ,$0 ,$0 ,$0 
Mississippi,2012,"$9,574 ","$9,937 ",$621 ,$264 ,$357 ,$621 ,$264 ,$357 ,$0 ,$0 ,$0 
Mississippi,2013,"$10,472 ","$9,698 ",$578 ,$263 ,$316 ,$578 ,$263 ,$315 ,$1 ,$0 ,$1 
Mississippi,2014,"$10,804 ","$9,620 ",$549 ,$266 ,$283 ,$549 ,$266 ,$283 ,$0 ,$0 ,$0 
Mississippi,2015,"$10,185 ","$9,997 ",$559 ,$262 ,$296 ,$558 ,$262 ,$296 ,$0 ,$0 ,$0 
Mississippi,2016,"$10,018 ","$10,229 ",$567 ,$287 ,$281 ,$567 ,$287 ,$280 ,$0 ,$0 ,$0 
Mississippi,2017,"$10,874 ","$10,061 ",$579 ,$301 ,$278 ,$578 ,$301 ,$278 ,$0 ,$0 ,$0 
Missouri,1977,"$4,698 ","$4,338 ",$424 ,$164 ,$260 ,$422 ,$163 ,$259 ,$2 ,$1 ,$1 
Missouri,1978,"$4,717 ","$4,247 ",$406 ,$199 ,$207 ,$405 ,$198 ,$207 ,$1 ,$1 ,$0 
Missouri,1979,"$4,711 ","$4,280 ",$453 ,$184 ,$269 ,$451 ,$183 ,$269 ,$1 ,$1 ,$0 
Missouri,1980,"$4,597 ","$4,388 ",$424 ,$169 ,$255 ,$422 ,$169 ,$253 ,$2 ,$1 ,$1 
Missouri,1981,"$4,404 ","$4,377 ",$370 ,$164 ,$206 ,$369 ,$163 ,$206 ,$1 ,$1 ,$0 
Missouri,1982,"$4,452 ","$4,210 ",$322 ,$166 ,$156 ,$321 ,$165 ,$156 ,$1 ,$1 ,$0 
Missouri,1983,"$4,647 ","$4,250 ",$341 ,$171 ,$170 ,$340 ,$170 ,$170 ,$1 ,$1 ,$0 
Missouri,1984,"$4,859 ","$4,390 ",$334 ,$172 ,$162 ,$333 ,$171 ,$162 ,$1 ,$1 ,$0 
Missouri,1985,"$5,115 ","$4,591 ",$420 ,$179 ,$241 ,$420 ,$179 ,$241 ,$1 ,$1 ,$0 
Missouri,1986,"$5,444 ","$4,885 ",$455 ,$185 ,$271 ,$455 ,$184 ,$270 ,$1 ,$1 ,$0 
Missouri,1987,"$5,516 ","$5,104 ",$414 ,$182 ,$232 ,$413 ,$182 ,$232 ,$1 ,$1 ,$0 
Missouri,1988,"$5,515 ","$5,103 ",$405 ,$176 ,$229 ,$404 ,$175 ,$229 ,$1 ,$1 ,$0 
Missouri,1989,"$5,621 ","$5,164 ",$415 ,$192 ,$224 ,$415 ,$191 ,$223 ,$1 ,$0 ,$0 
Missouri,1990,"$5,636 ","$5,216 ",$397 ,$193 ,$204 ,$396 ,$193 ,$204 ,$1 ,$0 ,$1 
Missouri,1991,"$5,723 ","$5,439 ",$437 ,$210 ,$227 ,$437 ,$210 ,$227 ,$0 ,$0 ,$0 
Missouri,1992,"$6,173 ","$5,748 ",$434 ,$205 ,$229 ,$432 ,$205 ,$228 ,$2 ,$0 ,$2 
Missouri,1993,"$6,278 ","$5,608 ",$387 ,$185 ,$202 ,$387 ,$185 ,$202 ,$0 ,$0 ,$0 
Missouri,1994,"$6,429 ","$5,685 ",$438 ,$216 ,$223 ,$438 ,$216 ,$223 ,$0 ,$0 ,$0 
Missouri,1995,"$7,150 ","$6,019 ",$453 ,$204 ,$248 ,$453 ,$204 ,$248 ,$0 ,$0 ,$0 
Missouri,1996,"$7,377 ","$6,217 ",$450 ,$184 ,$266 ,$450 ,$184 ,$266 ,$0 ,$0 ,$0 
Missouri,1997,"$7,222 ","$6,428 ",$475 ,$205 ,$270 ,$475 ,$205 ,$270 ,$0 ,$0 ,$0 
Missouri,1998,"$7,927 ","$6,676 ",$478 ,$223 ,$254 ,$478 ,$223 ,$254 ,$0 ,$0 ,$0 
Missouri,1999,"$7,925 ","$7,032 ",$509 ,$230 ,$279 ,$509 ,$230 ,$279 ,$0 ,$0 ,$0 
Missouri,2000,"$8,031 ","$7,096 ",$545 ,$231 ,$315 ,$545 ,$231 ,$315 ,$0 ,$0 ,$0 
Missouri,2002,"$7,352 ","$7,932 ",$594 ,$269 ,$325 ,$594 ,$269 ,$325 ,$0 ,$0 ,$0 
Missouri,2004,"$9,013 ","$8,031 ",$580 ,$263 ,$316 ,$580 ,$263 ,$316 ,$0 ,$0 ,$0 
Missouri,2005,"$8,961 ","$8,060 ",$528 ,$279 ,$249 ,$528 ,$279 ,$249 ,$0 ,$0 ,$0 
Missouri,2006,"$9,198 ","$8,225 ",$574 ,$262 ,$312 ,$574 ,$262 ,$312 ,$0 ,$0 ,$0 
Missouri,2007,"$9,962 ","$8,411 ",$595 ,$270 ,$325 ,$595 ,$270 ,$325 ,$0 ,$0 ,$0 
Missouri,2008,"$8,065 ","$8,600 ",$542 ,$253 ,$289 ,$542 ,$253 ,$289 ,$0 ,$0 ,$0 
Missouri,2009,"$6,425 ","$9,295 ",$600 ,$269 ,$330 ,$600 ,$269 ,$330 ,$0 ,$0 ,$0 
Missouri,2010,"$9,672 ","$9,381 ",$594 ,$260 ,$335 ,$594 ,$260 ,$335 ,$0 ,$0 ,$0 
Missouri,2011,"$10,364 ","$9,070 ",$575 ,$243 ,$332 ,$575 ,$243 ,$332 ,$0 ,$0 ,$0 
Missouri,2012,"$8,749 ","$9,073 ",$520 ,$223 ,$297 ,$520 ,$223 ,$297 ,$0 ,$0 ,$0 
Missouri,2013,"$9,557 ","$8,863 ",$458 ,$219 ,$239 ,$458 ,$219 ,$239 ,$0 ,$0 ,$0 
Missouri,2014,"$9,957 ","$8,653 ",$422 ,$227 ,$195 ,$422 ,$227 ,$195 ,$0 ,$0 ,$0 
