,ID,State,Year,(R01) Total Revenue,(E001) Total Expenditure,(E065) Total Highways-Dir Exp,(E066) Total Highways-Cur Op,(E067) Total Highways-Cap Out,(E068) Regular Hwy-Direct Exp,(E069) Regular Hwy-Cur Oper (E44),(E070) Regular Hwy-Cap Outlay,(E071) Toll Hwy-Total Expend,(E072) Toll Hwy-Current Oper (E45),(E073) Toll Hwy-Cap Outlay,State_Abbreviation
1025,1026,New Mexico,1986,11482105,9772306,958352,420349,538003,958352,420349,538003,0,0,0,NM
1026,1027,New Mexico,1987,11103403,9714198,1032460,376052,656408,1032460,376052,656408,0,0,0,NM
1027,1028,New Mexico,1988,11147279,9858469,930575,290570,640006,930575,290570,640006,0,0,0,NM
1028,1029,New Mexico,1989,11727272,10168467,1085464,389249,696216,1085464,389249,696216,0,0,0,NM
1029,1030,New Mexico,1990,11649419,10288883,921150,296717,624433,921150,296717,624433,0,0,0,NM
1030,1031,New Mexico,1991,11494213,10341703,852177,292665,559512,852177,292665,559512,0,0,0,NM
1031,1032,New Mexico,1992,12439146,11772216,1304582,789859,514722,1304582,789859,514722,0,0,0,NM
1032,1033,New Mexico,1993,12932842,12196711,1631390,853654,777736,1631390,853654,777736,0,0,0,NM
1033,1034,New Mexico,1994,13585328,12532246,1482902,940459,542443,1482902,940459,542443,0,0,0,NM
1034,1035,New Mexico,1995,13768622,13069631,1426007,999509,426498,1426007,999509,426498,0,0,0,NM
1035,1036,New Mexico,1996,15851974,13432670,1310102,890096,420005,1310102,890096,420005,0,0,0,NM
1036,1037,New Mexico,1997,15789673,14223542,1294147,877374,416773,1294147,877374,416773,0,0,0,NM
1037,1038,New Mexico,1998,17268023,14718014,1603596,1113807,489789,1603596,1113807,489789,0,0,0,NM
1038,1039,New Mexico,1999,16534386,15563223,1665951,1164095,501856,1665951,1164095,501856,0,0,0,NM
1039,1040,New Mexico,2000,18608458,15935423,1514755,1026489,488266,1514755,1026489,488266,0,0,0,NM
1040,1041,New Mexico,2002,15673457,17288587,1557909,917151,640758,1557909,917151,640758,0,0,0,NM
1041,1042,New Mexico,2004,19403279,18262662,1064098,609677,454422,1064098,609677,454422,0,0,0,NM
1042,1043,New Mexico,2005,20905421,19362491,1219431,645666,573765,1219431,645666,573765,0,0,0,NM
1043,1044,New Mexico,2006,22450450,19755517,1451285,827515,623771,1451285,827515,623771,0,0,0,NM
1044,1045,New Mexico,2007,24764646,21407751,1565569,640774,924795,1565569,640774,924795,0,0,0,NM
1045,1046,New Mexico,2008,18744700,22295984,1361098,568878,792221,1361098,568878,792221,0,0,0,NM
1046,1047,New Mexico,2009,16202843,24188158,1610215,572294,1037922,1610215,572294,1037922,0,0,0,NM
1047,1048,New Mexico,2010,24727903,25148270,1387170,509125,878045,1387170,509125,878045,0,0,0,NM
1048,1049,New Mexico,2011,26454679,24028041,1292455,490050,802405,1292455,490050,802405,0,0,0,NM
1049,1050,New Mexico,2012,21077631,22557927,1102863,447427,655436,1102863,447427,655436,0,0,0,NM
1050,1051,New Mexico,2013,23669388,22197219,1130222,461753,668469,1130190,461753,668436,33,0,33,NM
1051,1052,New Mexico,2014,25945560,22396472,1109023,479027,629995,1108684,479027,629657,339,0,339,NM
1052,1053,New Mexico,2015,24985004,24725154,1383466,469214,914252,1382136,468105,914030,1330,1109,221,NM
1053,1054,New Mexico,2016,23892976,24093223,1002405,465225,537180,992717,461442,531275,9688,3783,5905,NM
1054,1055,New Mexico,2017,26563220,24759625,906131,465202,440929,896703,459717,436986,9428,5485,3943,NM
1055,1056,New York,1977,161095651,155656547,5917557,3640400,2277157,5430702,3251679,2179024,486854,388721,98133,NY
1056,1057,New York,1978,156070006,147760990,6321284,3648397,2672887,5827852,3264175,2563677,493432,384222,109210,NY
1057,1058,New York,1979,150128785,139959182,6771541,3512762,3258779,6303909,3141696,3162213,467632,371066,96566,NY
1058,1059,New York,1980,144118655,136212300,6425092,3264139,3160953,5976088,2934720,3041368,449004,329419,119585,NY
1059,1060,New York,1981,143770393,136944237,7017734,3094377,3923357,6485473,2743109,3742365,532261,351269,180992,NY
1060,1061,New York,1982,146701884,140325736,6443024,3435325,3007699,5965855,3095817,2870038,477169,339508,137661,NY
1061,1062,New York,1983,155478508,146484263,7048052,3751013,3297039,6475054,3343732,3131322,572998,407281,165717,NY
1062,1063,New York,1984,165972793,153344196,6734718,3630149,3104569,6188950,3220643,2968306,545768,409506,136262,NY
1063,1064,New York,1985,178947275,162764332,7415292,3704064,3711228,6799494,3312435,3487060,615798,391629,224169,NY
1064,1065,New York,1986,191515050,170174612,8026882,3907691,4119190,7415851,3506010,3909841,611031,401681,209349,NY
1065,1066,New York,1987,200252692,180085825,8225804,3927614,4298190,7553548,3509417,4044130,672257,418197,254060,NY
1066,1067,New York,1988,200813323,186500373,8219162,3918565,4300596,7555170,3481056,4074114,663991,437509,226482,NY
1067,1068,New York,1989,200724041,194214176,8799308,4154505,4644803,7957902,3605116,4352786,841406,549389,292017,NY
1068,1069,New York,1990,203845785,201177504,8995332,4175753,4819579,8069478,3591147,4478331,925854,584607,341248,NY
1069,1070,New York,1991,204095403,212078071,9528466,4172932,5355534,8454324,3565515,4888809,1074142,607417,466725,NY
1070,1071,New York,1992,221261225,217196690,8916283,4035247,4881036,7784190,3389679,4394511,1132093,645567,486526,NY
1071,1072,New York,1993,221562772,220155654,8426739,4028953,4397785,7500955,3408216,4092739,925783,620737,305046,NY
1072,1073,New York,1994,223727134,224265480,9411860,4050712,5361148,8033414,3401635,4631779,1378446,649077,729369,NY
1073,1074,New York,1995,236249090,230145000,9497211,3850930,5646281,8289905,3221107,5068799,1207306,629823,577483,NY
1074,1075,New York,1996,241264806,226986660,9286641,3856119,5430522,8005222,3211911,4793311,1281418,644208,637210,NY
1075,1076,New York,1997,243870007,226331698,9261052,3779527,5481525,7908539,3084272,4824267,1352513,695255,657258,NY
1076,1077,New York,1998,257350086,230851780,9352675,3888660,5464015,8150774,3177770,4973004,1201902,710890,491011,NY
1077,1078,New York,1999,253507809,236788003,9645248,3698056,5947192,8355106,2978867,5376239,1290142,719189,570953,NY
1078,1079,New York,2000,268901511,244633484,9728817,3759359,5969458,8429848,3038947,5390901,1298969,720412,578557,NY
1079,1080,New York,2002,232968733,270511966,9643611,4020521,5623090,8446625,3237565,5209060,1196985,782956,414029,NY
1080,1081,New York,2004,293800713,284618592,10657834,4382081,6275753,9139540,3493915,5645625,1518295,888166,630128,NY
1081,1082,New York,2005,294557145,284739320,11088451,4326143,6762307,9368709,3453279,5915430,1719742,872864,846878,NY
1082,1083,New York,2006,323549996,290057907,10586629,4589906,5996723,8889560,3696413,5193147,1697069,893493,803577,NY
1083,1084,New York,2007,344043217,295393496,11146030,4498683,6647347,9103698,3582807,5520891,2042332,915876,1126456,NY
1084,1085,New York,2008,275639016,298606252,11036839,4769253,6267587,8916278,3721067,5195211,2120561,1048186,1072375,NY
1085,1086,New York,2009,201274054,319160231,11797338,5257020,6540318,9737408,4151344,5586064,2059930,1105676,954254,NY
1086,1087,New York,2010,352726335,332138595,11980284,5164333,6815950,9891833,4107018,5784816,2088450,1057316,1031135,NY
1087,1088,New York,2011,353553078,327736957,12084843,5220653,6864190,9287762,3837118,5450643,2797082,1383535,1413547,NY
1088,1089,New York,2012,316011664,323726284,10968967,4835412,6133555,8778369,3492316,5286054,2190597,1343096,847501,NY
1089,1090,New York,2013,347411026,326803874,10349994,4519378,5830616,7988440,3198079,4790362,2361554,1321300,1040254,NY
1090,1091,New York,2014,375948656,323384912,10889057,4864339,6024717,7727520,3494143,4233377,3161536,1370196,1791340,NY
1091,1092,New York,2015,350829488,331140304,11532404,5099129,6433275,7665335,3658942,4006393,3867069,1440188,2426881,NY
1092,1093,New York,2016,335336544,334165944,12004185,4960076,7044109,7992537,3535902,4456635,4011649,1424174,2587475,NY
1093,1094,New York,2017,382542995,348338956,11954174,4829198,7124976,7942476,3332618,4609858,4011698,1496580,2515118,NY
1094,1095,North Carolina,1977,27530993,25833464,2018624,458459,1560165,1986596,426432,1560165,32027,32027,0,NC
1095,1096,North Carolina,1978,27399878,25695832,2338858,902297,1436561,2317305,880744,1436561,21553,21553,0,NC
1096,1097,North Carolina,1979,27905730,27647031,2259199,771389,1487811,2235427,747616,1487811,23773,23773,0,NC
1097,1098,North Carolina,1980,27530105,26353178,2089345,860199,1229146,2069458,842686,1226772,19886,17512,2374,NC
1098,1099,North Carolina,1981,27268330,26792449,1725677,938262,787415,1703883,919818,784066,21794,18445,3349,NC
1099,1100,North Carolina,1982,27860540,26867093,1580519,982847,597671,1558740,962328,596411,21779,20519,1260,NC
1100,1101,North Carolina,1983,29431829,27743951,1706540,1028638,677902,1680647,1007236,673411,25893,21401,4491,NC
1101,1102,North Carolina,1984,31141628,27923056,1766591,1064019,702572,1741836,1043534,698302,24755,20485,4270,NC
1102,1103,North Carolina,1985,34811990,31674299,2134767,1196680,938087,2109157,1173904,935254,25610,22776,2834,NC
1103,1104,North Carolina,1986,37408117,34635767,2194625,1269098,925527,2167348,1244451,922897,27276,24646,2630,NC
1104,1105,North Carolina,1987,39898055,36349790,2234603,1265917,968686,2205221,1240534,964687,29382,25384,3998,NC
1105,1106,North Carolina,1988,41031016,37834023,2537013,1257874,1279139,2503019,1230911,1272109,33994,26963,7030,NC
1106,1107,North Carolina,1989,42041142,39551047,2552931,1353398,1199532,2516430,1325494,1190935,36501,27904,8597,NC
1107,1108,North Carolina,1990,43464528,41684419,2833608,1318095,1515513,2794625,1287129,1507496,38983,30965,8018,NC
1108,1109,North Carolina,1991,43685034,43573125,2796222,1375422,1420800,2756993,1340272,1416722,39228,35150,4078,NC
1109,1110,North Carolina,1992,47640566,45268741,2773280,1347465,1425816,2737968,1317411,1420557,35313,30054,5259,NC
1110,1111,North Carolina,1993,49563836,46423053,2832205,1444013,1388192,2803589,1416541,1387048,28615,27472,1143,NC
1111,1112,North Carolina,1994,52445240,48301266,3033076,1512678,1520397,2997538,1484847,1512691,35537,27832,7706,NC
1112,1113,North Carolina,1995,54814754,51568177,3096763,1431538,1665225,3059860,1402646,1657214,36903,28892,8011,NC
1113,1114,North Carolina,1996,56061589,53083292,2999444,1015123,1984321,2968523,984962,1983561,30920,30161,759,NC
1114,1115,North Carolina,1997,59625660,55348562,3201892,1201013,2000879,3195270,1194668,2000602,6622,6346,276,NC
1115,1116,North Carolina,1998,71474826,58608541,3449468,1380702,2068766,3419438,1351023,2068414,30031,29679,352,NC
1116,1117,North Carolina,1999,72201127,62086792,3696017,1431052,2264965,3663286,1398692,2264594,32731,32360,371,NC
1117,1118,North Carolina,2000,71944264,65670745,3753751,1513230,2240521,3720581,1480330,2240252,33169,32900,269,NC
1118,1119,North Carolina,2002,66214965,70631809,4110525,1486076,2624449,4081034,1456743,2624291,29491,29333,158,NC
1119,1120,North Carolina,2004,82344621,73559251,4499967,1770951,2729016,4469493,1740780,2728712,30475,30171,304,NC
1120,1121,North Carolina,2005,81346744,75406573,4456843,1735726,2721117,4422045,1701290,2720755,34798,34436,361,NC
1121,1122,North Carolina,2006,82954270,76936071,4064184,1749025,2315160,4023476,1708936,2314540,40709,40089,620,NC
1122,1123,North Carolina,2007,89599950,79426106,3937044,1737555,2199489,3867036,1668554,2198482,70008,69000,1007,NC
1123,1124,North Carolina,2008,87647924,82018641,4053721,1793888,2259833,4003194,1744690,2258504,50526,49198,1329,NC
1124,1125,North Carolina,2009,66390975,87761615,3755236,1597523,2157713,3706690,1551136,2155554,48546,46387,2159,NC
1125,1126,North Carolina,2010,97459664,89878515,3797268,1702801,2094467,3745101,1657260,2087841,52167,45541,6626,NC
1126,1127,North Carolina,2011,102364646,88284234,4173049,1794300,2378749,4127728,1749141,2378588,45320,45159,161,NC
1127,1128,North Carolina,2012,89818773,90025996,4180355,1606577,2573778,4131135,1561740,2569394,49221,44837,4384,NC
1128,1129,North Carolina,2013,96082124,89332613,4200866,1593138,2607728,4144921,1538860,2606061,55945,54278,1667,NC
1129,1130,North Carolina,2014,98532796,86760862,4288186,1609897,2678288,4231234,1562307,2668927,56952,47591,9361,NC
1130,1131,North Carolina,2015,91760102,89080072,4207587,1582981,2624606,4148154,1537648,2610505,59434,45333,14101,NC
1131,1132,North Carolina,2016,92264952,90858214,4354321,1509881,2844440,4295243,1467213,2828030,59077,42668,16409,NC
1132,1133,North Carolina,2017,102947062,90356387,4890632,1570137,3320495,4813098,1509968,3303130,77534,60169,17365,NC
1133,1134,North Dakota,1977,4045673,3861688,612072,240141,371931,612072,240141,371931,0,0,0,ND
1134,1135,North Dakota,1978,4036175,3737020,534516,212405,322111,534516,212405,322111,0,0,0,ND
1135,1136,North Dakota,1979,3894623,3779575,601884,205448,396436,601884,205448,396436,0,0,0,ND
1136,1137,North Dakota,1980,4114396,3858108,588342,214185,374156,588342,214185,374156,0,0,0,ND
1137,1138,North Dakota,1981,4346522,3715739,482663,197285,285377,482663,197285,285377,0,0,0,ND
1138,1139,North Dakota,1982,4394166,3944354,491231,232292,258938,491231,232292,258938,0,0,0,ND
1139,1140,North Dakota,1983,4395484,4082875,446524,220140,226384,446524,220140,226384,0,0,0,ND
1140,1141,North Dakota,1984,4832429,4303658,567027,246606,320421,567027,246606,320421,0,0,0,ND
1141,1142,North Dakota,1985,4943729,4534012,616716,248542,368174,616716,248542,368174,0,0,0,ND
1142,1143,North Dakota,1986,4707145,4478919,538065,247113,290953,538065,247113,290953,0,0,0,ND
1143,1144,North Dakota,1987,4605194,4584780,490801,235115,255686,490801,235115,255686,0,0,0,ND
1144,1145,North Dakota,1988,4607170,4394809,505950,210834,295116,505950,210834,295116,0,0,0,ND
1145,1146,North Dakota,1989,4694214,4570189,493620,224101,269519,493620,224101,269519,0,0,0,ND
1146,1147,North Dakota,1990,4634146,4469335,468427,225514,242913,468427,225514,242913,0,0,0,ND
1147,1148,North Dakota,1991,4763223,4395106,446358,212857,233501,446358,212857,233501,0,0,0,ND
1148,1149,North Dakota,1992,4765065,4744721,500775,233891,266884,500775,233891,266884,0,0,0,ND
1149,1150,North Dakota,1993,5012370,4788632,456951,230011,226940,456951,230011,226940,0,0,0,ND
1150,1151,North Dakota,1994,5095625,4705871,485708,227684,258024,485708,227684,258024,0,0,0,ND
1151,1152,North Dakota,1995,5269498,4858029,552749,251796,300952,552749,251796,300952,0,0,0,ND
1152,1153,North Dakota,1996,5372802,4621035,439796,226295,213501,439796,226295,213501,0,0,0,ND
1153,1154,North Dakota,1997,5787462,5033163,440801,257407,183394,440801,257407,183394,0,0,0,ND
1154,1155,North Dakota,1998,6323122,5355925,619993,282180,337813,619993,282180,337813,0,0,0,ND
1155,1156,North Dakota,1999,6019585,5566424,607209,340181,267028,607209,340181,267028,0,0,0,ND
1156,1157,North Dakota,2000,6398737,5752201,640753,259575,381177,640753,259575,381177,0,0,0,ND
1157,1158,North Dakota,2002,5758832,5709694,627543,281343,346200,627543,281343,346200,0,0,0,ND
1158,1159,North Dakota,2004,8473449,5895318,650715,290272,360443,650715,290272,360443,0,0,0,ND
1159,1160,North Dakota,2005,6575780,6017389,655370,249168,406203,655370,249168,406203,0,0,0,ND
1160,1161,North Dakota,2006,7018063,5989080,697056,248695,448362,697056,248695,448362,0,0,0,ND
1161,1162,North Dakota,2007,7475451,6153785,698492,255347,443145,698492,255347,443145,0,0,0,ND
1162,1163,North Dakota,2008,7488324,6387582,702883,260296,442587,702883,260296,442587,0,0,0,ND
1163,1164,North Dakota,2009,6865777,6937280,802626,326369,476256,802626,326369,476256,0,0,0,ND
1164,1165,North Dakota,2010,8869603,7583164,954283,395212,559071,954283,395212,559071,0,0,0,ND
1165,1166,North Dakota,2011,10546662,7844468,1063210,443796,619414,1062951,443537,619414,259,259,0,ND
1166,1167,North Dakota,2012,10136518,8525389,1411980,478108,933873,1411980,478108,933873,0,0,0,ND
1167,1168,North Dakota,2013,11922153,8824278,1396755,439871,956884,1396755,439871,956884,0,0,0,ND
1168,1169,North Dakota,2014,12869084,9553840,1743440,549366,1194074,1743286,549366,1193919,154,0,154,ND
1169,1170,North Dakota,2015,12748390,10454455,1725878,546984,1178894,1715075,541144,1173931,10803,5840,4963,ND
1170,1171,North Dakota,2016,10137741,11023096,1852164,636287,1215876,1850043,634167,1215876,2120,2120,0,ND
1171,1172,North Dakota,2017,10874440,10807047,1741000,698937,1042063,1719447,677694,1041753,21553,21243,310,ND
1172,1173,Ohio,1977,59013275,56868297,3745090,1834096,1910994,3644582,1765139,1879443,100507,68957,31550,OH
1173,1174,Ohio,1978,60484281,56546086,3807605,1903830,1903774,3690477,1829208,1861269,117128,74622,42505,OH
1174,1175,Ohio,1979,60770225,55219928,3708429,1729210,1979219,3601913,1652200,1949714,106516,77010,29506,OH
1175,1176,Ohio,1980,58012182,55945775,3512064,1592846,1919218,3403122,1520854,1882269,108942,71992,36949,OH
1176,1177,Ohio,1981,59450666,57332055,3247994,1691724,1556269,3134181,1626448,1507733,113812,65276,48536,OH
1177,1178,Ohio,1982,60671566,56817935,3178287,1744932,1433355,3058021,1678574,1379446,120266,66358,53909,OH
1178,1179,Ohio,1983,66159121,59364791,3381485,1866562,1514923,3256830,1794392,1462439,124654,72170,52484,OH
1179,1180,Ohio,1984,67136332,59989440,4299216,1883871,2415345,4153505,1812869,2340636,145711,71002,74709,OH
1180,1181,Ohio,1985,71962947,62424228,3914555,1979936,1934619,3728357,1908396,1819961,186198,71540,114657,OH
1181,1182,Ohio,1986,76229985,65908599,4261065,2072854,2188210,4092006,1999470,2092535,169059,73384,95675,OH
1182,1183,Ohio,1987,78413761,68284651,4117172,2128664,1988508,3967131,2055433,1911699,150041,73232,76809,OH
1183,1184,Ohio,1988,78053089,69330822,4163281,1972072,2191209,3978316,1898132,2080184,184965,73940,111025,OH
1184,1185,Ohio,1989,79764242,70333952,4010207,1962381,2047825,3839311,1886936,1952375,170896,75446,95451,OH
1185,1186,Ohio,1990,79784377,72195886,4010478,1953801,2056677,3829472,1874322,1955150,181006,79479,101527,OH
1186,1187,Ohio,1991,83370144,75779733,4507382,1994523,2512860,4341271,1914965,2426306,166111,79558,86553,OH
1187,1188,Ohio,1992,87082612,80346910,4719879,1989248,2730632,4548147,1908917,2639230,171733,80331,91402,OH
1188,1189,Ohio,1993,94153315,81184473,4395656,1959708,2435948,4247405,1885726,2361679,148251,73982,74269,OH
1189,1190,Ohio,1994,96215061,83556200,4383073,1982124,2400949,4241041,1903977,2337064,142032,78147,63885,OH
1190,1191,Ohio,1995,99410967,85231018,4503602,2095141,2408462,4319219,2002508,2316711,184384,92633,91751,OH
1191,1192,Ohio,1996,100826163,85988179,4406433,2224855,2181577,4212296,2119144,2093151,194137,105711,88426,OH
1192,1193,Ohio,1997,101247500,87057140,4763632,2191099,2572532,4438935,2095185,2343750,324696,95914,228782,OH
1193,1194,Ohio,1998,106098416,90484886,4987293,2175709,2811584,4600005,2074306,2525698,387288,101403,285885,OH
1194,1195,Ohio,1999,110500114,93391851,5230840,2193706,3037134,4828259,2092998,2735261,402581,100708,301873,OH
1195,1196,Ohio,2000,113982406,97390754,5623632,2263767,3359865,5278654,2147206,3131448,344979,116562,228417,OH
1196,1197,Ohio,2002,96707566,110162907,5575390,2498109,3077281,5240614,2382253,2858361,334776,115856,218920,OH
1197,1198,Ohio,2004,136620726,116035748,5317444,2469099,2848345,5102703,2343265,2759437,214741,125834,88908,OH
1198,1199,Ohio,2005,128644886,115433607,5533656,2540835,2992821,5330840,2417472,2913369,202816,123363,79453,OH
1199,1200,Ohio,2006,131791841,118611585,5640780,2575404,3065376,5453677,2448311,3005366,187103,127093,60011,OH
1200,1201,Ohio,2007,143786150,118382171,5561845,2508131,3053714,5381193,2385171,2996022,180652,122961,57691,OH
1201,1202,Ohio,2008,114892659,116998545,5421973,2501241,2920732,5221252,2374088,2847164,200721,127153,73568,OH
1202,1203,Ohio,2009,68500277,123440791,5637722,2673639,2964083,5439000,2543465,2895536,198722,130175,68547,OH
1203,1204,Ohio,2010,138590813,127974003,5409905,2473341,2936565,5193867,2345552,2848315,216038,127788,88250,OH
1204,1205,Ohio,2011,144098019,125682985,5466617,2568685,2897932,5250819,2442393,2808426,215798,126292,89506,OH
1205,1206,Ohio,2012,115599371,120406207,5671263,2429186,3242078,5348527,2311344,3037182,322736,117841,204895,OH
1206,1207,Ohio,2013,132978189,118972824,5370138,2294084,3076055,5053384,2172846,2880538,316755,121238,195517,OH
1207,1208,Ohio,2014,140275590,121310852,5584928,2285096,3299832,5241910,2168090,3073821,343017,117006,226011,OH
1208,1209,Ohio,2015,127563258,125640541,6089499,2555918,3533582,5768045,2438145,3329899,321454,117772,203682,OH
1209,1210,Ohio,2016,119998017,128258501,6122651,2498550,3624102,5811158,2381400,3429758,311493,117150,194344,OH
1210,1211,Ohio,2017,141446336,129747826,6083466,2336600,3746866,5688051,2202671,3485380,395415,133929,261486,OH
1211,1212,Oklahoma,1977,14068974,13169525,1243078,644168,598910,1215589,616829,598760,27489,27339,150,OK
1212,1213,Oklahoma,1978,14873679,13247360,1222491,639026,583465,1196693,613732,582961,25798,25294,504,OK
1213,1214,Oklahoma,1979,14958083,13981901,1345857,668053,677804,1318033,640844,677190,27824,27210,614,OK
1214,1215,Oklahoma,1980,15122806,14518841,1351590,627013,724577,1324561,602454,722107,27029,24560,2469,OK
1215,1216,Oklahoma,1981,16088790,14891809,1402936,653726,749210,1377097,628456,748641,25839,25270,569,OK
1216,1217,Oklahoma,1982,18123591,16503063,1277169,677263,599906,1248527,648709,599818,28642,28553,89,OK
1217,1218,Oklahoma,1983,17102382,16588681,1432677,705508,727170,1400824,675429,725395,31853,30079,1774,OK
1218,1219,Oklahoma,1984,18104511,17415722,1350958,695584,655374,1326040,671046,654994,24918,24538,380,OK
1219,1220,Oklahoma,1985,19443964,17964148,1454165,712554,741611,1423929,682557,741372,30237,29998,239,OK
1220,1221,Oklahoma,1986,19992515,19302786,1570441,715032,855408,1540512,685104,855408,29929,29929,0,OK
1221,1222,Oklahoma,1987,19054481,18604138,1448955,663954,785001,1421795,637312,784483,27160,26642,518,OK
1222,1223,Oklahoma,1988,19732637,18171477,1473034,637003,836031,1443595,607663,835932,29439,29340,99,OK
1223,1224,Oklahoma,1989,20182511,18387038,1508613,693988,814625,1462825,664797,798028,45788,29191,16597,OK
1224,1225,Oklahoma,1990,19793976,18278278,1457288,726881,730407,1410230,695353,714876,47059,31528,15531,OK
1225,1226,Oklahoma,1991,20157153,19322250,1663712,688645,975066,1366279,654942,711338,297432,33703,263729,OK
1226,1227,Oklahoma,1992,20681629,20436524,1665081,676797,988284,1324577,632661,691916,340504,44136,296368,OK
1227,1228,Oklahoma,1993,21064005,20419200,1352755,669809,682947,1241966,621972,619994,110789,47837,62953,OK
1228,1229,Oklahoma,1994,21894117,20511466,1298063,649510,648552,1207763,599188,608576,90299,50322,39977,OK
1229,1230,Oklahoma,1995,21954367,21252155,1355319,652942,702377,1246146,601665,644481,109173,51277,57896,OK
1230,1231,Oklahoma,1996,23427848,21197409,1475461,664236,811225,1346926,613648,733277,128536,50588,77948,OK
1231,1232,Oklahoma,1997,24598643,21624302,1437323,680623,756700,1324563,631906,692657,112760,48717,64043,OK
1232,1233,Oklahoma,1998,26147460,22139760,1506715,713183,793532,1406171,666020,740151,100544,47164,53381,OK
1233,1234,Oklahoma,1999,25659821,23072925,1652138,723641,928497,1497773,671882,825891,154365,51759,102606,OK
1234,1235,Oklahoma,2000,26704190,22720668,1998050,752977,1245073,1580116,696864,883252,417934,56113,361821,OK
1235,1236,Oklahoma,2002,26107504,28308052,2103274,837535,1265739,1743249,775038,968210,360025,62497,297529,OK
1236,1237,Oklahoma,2004,31269733,27211199,1678893,830251,848642,1576263,764142,812121,102630,66108,36521,OK
1237,1238,Oklahoma,2005,30815177,27666834,1660466,904530,755936,1539665,839442,700222,120802,65088,55714,OK
1238,1239,Oklahoma,2006,32587725,29183412,1821445,941410,880034,1712177,870709,841468,109268,70702,38566,OK
1239,1240,Oklahoma,2007,35681115,30778426,2055338,951093,1104245,1845698,876692,969006,209640,74401,135239,OK
1240,1241,Oklahoma,2008,30546417,31275897,2258551,968187,1290364,2104693,890350,1214343,153858,77836,76021,OK
1241,1242,Oklahoma,2009,30150136,34413443,2417047,863231,1553816,2251626,780057,1471569,165421,83174,82247,OK
1242,1243,Oklahoma,2010,37027237,35227419,2495816,830248,1665568,2357157,753667,1603489,138660,76580,62079,OK
1243,1244,Oklahoma,2011,38707363,33547788,2636487,883596,1752890,2496647,807811,1688836,139840,75786,64055,OK
1244,1245,Oklahoma,2012,34649419,33395604,2473369,905272,1568097,2250412,814558,1435854,222957,90714,132243,OK
1245,1246,Oklahoma,2013,37561126,33692708,2301198,882585,1418612,2080260,794347,1285913,220938,88238,132700,OK
1246,1247,Oklahoma,2014,39568040,34359397,2457366,938300,1519066,2152141,857131,1295010,305225,81169,224056,OK
1247,1248,Oklahoma,2015,35936026,34741212,2655518,907573,1747945,2234967,822932,1412035,420551,84641,335910,OK
1248,1249,Oklahoma,2016,33532702,35263982,2620436,1048136,1572300,2368819,964065,1404754,251618,84072,167546,OK
1249,1250,Oklahoma,2017,37859994,34808426,2571751,997713,1574038,2283738,906748,1376990,288013,90965,197048,OK
1250,1251,Oregon,1977,17526950,16318245,1076319,578568,497751,1075782,578030,497751,538,538,0,OR
1251,1252,Oregon,1978,18501981,17504249,1191272,659771,531501,1190873,659373,531501,399,399,0,OR
1252,1253,Oregon,1979,18684681,16997721,1258573,652779,605794,1257638,651844,605794,935,935,0,OR
1253,1254,Oregon,1980,18725898,17252646,1407631,559805,847827,1407200,559373,847827,431,431,0,OR
1254,1255,Oregon,1981,18653424,17631921,1338695,550555,788140,1338385,550245,788140,310,310,0,OR
1255,1256,Oregon,1982,17962648,17797853,1304455,601171,703284,1303807,600524,703284,648,648,0,OR
1256,1257,Oregon,1983,18580389,18034318,1105405,530653,574752,1104947,530195,574752,458,458,0,OR
1257,1258,Oregon,1984,19161365,18112877,1136323,496695,639629,1135845,496216,639629,479,479,0,OR
1258,1259,Oregon,1985,20104239,18415583,1262491,490158,772333,1262019,489686,772333,472,472,0,OR
1259,1260,Oregon,1986,20527706,19008920,1233542,508499,725043,1231234,506191,725043,2308,2308,0,OR
1260,1261,Oregon,1987,22114845,19271231,1357805,550551,807254,1355183,547930,807254,2622,2622,0,OR
1261,1262,Oregon,1988,21699351,19607646,1165677,604514,561163,1163153,601990,561163,2524,2524,0,OR
1262,1263,Oregon,1989,22348336,20314611,1286740,572152,714588,1286178,571590,714588,561,561,0,OR
1263,1264,Oregon,1990,24468312,20903507,1290440,535873,754566,1289847,535281,754566,593,593,0,OR
1264,1265,Oregon,1991,23943412,22166830,1472892,595280,877612,1472334,594722,877612,558,558,0,OR
1265,1266,Oregon,1992,26842488,24084132,1379970,621289,758680,1379379,620699,758680,591,591,0,OR
1266,1267,Oregon,1993,27734906,24736323,1485458,722785,762673,1484895,722222,762673,563,563,0,OR
1267,1268,Oregon,1994,27460446,25018907,1577999,776235,801764,1577635,775871,801764,364,364,0,OR
1268,1269,Oregon,1995,30685227,27398383,1664247,906045,758202,1664247,906045,758202,0,0,0,OR
1269,1270,Oregon,1996,34566558,28837412,1674723,895607,779116,1674723,895607,779116,0,0,0,OR
1270,1271,Oregon,1997,33791447,30402458,1786331,890311,896020,1786331,890311,896020,0,0,0,OR
1271,1272,Oregon,1998,34348235,31317931,1803065,921319,881746,1803065,921319,881746,0,0,0,OR
1272,1273,Oregon,1999,33899613,32238081,1823981,932949,891032,1823981,932949,891032,0,0,0,OR
1273,1274,Oregon,2000,40773782,34285911,1773578,994682,778897,1773578,994682,778897,0,0,0,OR
1274,1275,Oregon,2002,31600840,37784711,1630487,934672,695815,1630487,934672,695815,0,0,0,OR
